College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG5684,107,7.43,7.32,8,No,4,4,1,No
CLG8486,88,7.94,8.43,7,No,4,7,2,Yes
CLG6443,110,7.55,7.34,7,No,7,1,5,Yes
CLG19805,100,8.28,8.63,1,No,2,6,4,No
CLG18501,106,2.17,3.69,3,Yes,5,8,2,Yes
CLG5512,102,9.91,10.02,6,Yes,7,8,0,Yes
CLG9614,101,5.87,5.81,4,No,3,10,9,Yes
CLG14217,96,9.16,9.28,1,Yes,4,6,2,No
CLG8779,104,6.89,6.93,5,Yes,10,1,1,No
CLG8580,90,5.25,5.83,14,Yes,8,9,1,No
CLG2698,110,8.58,8.4,6,No,7,3,3,Yes
CLG2200,85,8.51,8.83,2,No,10,1,3,Yes
CLG3604,170,7.87,7.72,14,Yes,4,7,6,Yes
CLG14555,111,7.12,7.63,9,Yes,7,8,0,No
CLG3940,109,7.52,7.43,3,No,8,5,4,Yes
CLG14815,111,7.53,7.03,6,Yes,6,1,1,No
CLG5543,83,7.46,8.02,9,No,1,6,5,No
CLG18710,104,4.5,4.78,8,Yes,9,2,3,No
CLG2005,74,2.78,2.37,3,Yes,10,9,0,Yes
CLG18410,95,6.03,7.06,4,Yes,8,1,2,No
CLG19245,68,8.6,8.6,0,Yes,4,5,5,Yes
CLG18532,94,7.24,7.36,1,No,2,9,0,No
CLG17383,97,7.33,7.61,4,No,4,3,5,Yes
CLG17654,70,5.6,5.95,1,No,5,2,5,Yes
CLG8277,107,4.5,4.92,3,Yes,4,1,0,Yes
CLG9776,31,7.41,7.19,9,Yes,2,7,1,No
CLG9698,76,6.44,6.56,6,Yes,1,9,4,No
CLG6024,121,6.39,6.79,5,Yes,9,0,3,Yes
CLG15474,71,6.87,7.3,9,Yes,1,2,5,Yes
CLG13804,104,8.49,8.45,5,No,6,7,1,No
CLG17102,86,7.13,7.73,1,Yes,5,3,5,No
CLG19551,32,8.44,8.56,4,Yes,5,7,5,Yes
CLG12344,87,7.26,7.4,3,No,6,5,8,Yes
CLG13923,103,7.48,7.66,9,No,5,4,5,No
CLG16712,113,7.63,8.07,10,No,4,5,3,No
CLG6474,82,5.92,6.38,1,No,8,10,3,No
CLG4238,71,8.38,8.77,8,Yes,1,3,3,Yes
CLG13458,88,7.64,7.7,7,No,8,10,1,Yes
CLG12352,87,9.53,9.53,10,Yes,10,9,2,No
CLG13101,97,7.61,8.02,8,No,6,7,6,Yes
CLG5657,38,9.25,9.61,4,Yes,10,3,0,Yes
CLG9489,91,4.5,4.54,8,No,10,2,2,Yes
CLG9314,138,8.22,7.63,4,No,4,10,1,No
CLG19380,117,8.3,8.54,6,No,3,1,5,Yes
CLG5985,114,10,10.46,1,No,7,2,2,No
CLG18624,92,7.7,7.86,9,Yes,6,3,0,No
CLG8061,79,6.26,6.25,15,No,9,6,1,No
CLG10145,102,7.39,7.08,8,No,3,2,3,No
CLG3176,182,7.45,7.69,3,Yes,6,7,4,Yes
CLG4804,120,6.72,7.84,10,Yes,9,4,1,No
CLG9631,90,5.63,5.9,8,No,1,8,3,No
CLG7388,106,5.98,5.78,1,No,2,10,3,Yes
CLG18263,114,6.48,6.97,2,No,3,10,2,No
CLG8381,186,9.56,9.5,6,No,2,2,3,No
CLG12858,92,8.21,8.6,2,No,14,0,0,No
CLG10215,103,6.34,7.02,1,Yes,9,2,0,Yes
CLG12899,81,8.45,8.4,1,Yes,9,5,5,Yes
CLG17503,84,6.65,6.81,6,Yes,6,7,3,Yes
CLG11224,83,7.49,7.18,1,Yes,8,1,4,Yes
CLG14155,94,8.51,8.89,10,No,1,1,5,Yes
CLG3036,94,5.97,5.86,5,Yes,4,3,3,Yes
CLG17600,92,8.47,8.95,1,No,7,2,5,No
CLG5207,82,3.99,3.6,10,No,8,5,2,No
CLG1858,92,7.9,7.85,3,Yes,2,2,4,No
CLG18893,102,9.49,9.94,8,No,3,3,5,No
CLG7605,115,5.59,5.85,7,Yes,5,13,3,Yes
CLG12722,119,6.94,7.55,11,Yes,0,1,1,Yes
CLG14055,108,10,10.29,0,Yes,10,0,5,Yes
CLG4691,92,9.62,9.95,13,Yes,8,10,4,No
CLG3673,80,6.83,7.1,7,Yes,15,14,3,No
CLG8447,67,7.29,7.82,10,Yes,13,6,0,Yes
CLG18384,93,9.8,10.34,7,No,9,5,3,No
CLG5500,118,8.32,8.52,3,Yes,8,7,1,No
CLG13762,108,8.97,8.75,7,Yes,5,3,3,Yes
CLG11577,89,7.19,7.41,9,No,0,2,5,Yes
CLG3076,88,10,10.5,9,No,6,5,1,Yes
CLG10079,106,5.5,5.58,7,No,6,6,3,Yes
CLG15080,111,7.86,8.44,2,No,5,7,3,No
CLG4032,79,8.95,9.25,6,No,9,9,2,No
CLG15533,97,2.37,2.49,5,Yes,2,3,8,No
CLG7111,107,9.09,9.27,10,No,3,7,0,Yes
CLG4370,98,7.02,6.91,7,No,10,5,3,Yes
CLG5224,96,7.96,7.96,6,Yes,0,11,0,Yes
CLG6189,95,6.09,6.63,9,No,4,8,4,Yes
CLG0297,98,9.68,10.34,6,Yes,5,3,0,No
CLG18625,77,5.99,5.56,4,Yes,1,7,1,Yes
CLG6039,101,5.44,6.05,3,Yes,8,4,3,Yes
CLG13166,82,8.08,7.61,1,No,15,7,2,No
CLG16496,97,8.83,9.12,5,Yes,1,5,1,No
CLG14232,96,8.35,9.04,9,Yes,7,10,3,Yes
CLG6255,101,2.08,3.41,6,No,5,2,3,No
CLG15915,68,7.79,8.71,9,Yes,10,10,5,No
CLG19600,108,8.52,8.69,9,No,15,1,4,Yes
CLG13662,110,6.51,6.7,4,Yes,4,5,0,Yes
CLG17958,87,10,10.44,9,Yes,2,5,2,Yes
CLG0133,73,6.86,6.92,8,No,3,4,4,No
CLG9836,80,7,7.42,3,No,8,8,4,Yes
CLG4219,88,9.07,9.42,9,No,9,5,4,Yes
CLG6551,111,7.29,7.97,6,No,10,5,5,No
CLG14543,101,7.51,7.64,7,Yes,9,1,3,Yes
CLG3910,130,6.73,6.3,10,Yes,7,1,2,No
CLG14733,99,7.73,8.05,5,No,9,6,2,No
CLG5640,76,6.4,6.54,1,Yes,9,9,3,Yes
CLG1883,84,10,9.83,6,No,3,5,2,Yes
CLG19291,100,6.84,7.43,1,Yes,4,7,3,Yes
CLG7647,110,5.65,6.23,1,Yes,4,1,2,No
CLG6952,135,8.31,8.72,3,Yes,6,9,4,Yes
CLG2266,132,3.22,3.75,1,No,10,8,4,No
CLG8937,105,6.47,7.16,5,Yes,7,9,8,Yes
CLG11597,97,8.25,7.94,8,No,1,8,1,No
CLG11035,116,6.28,6.73,9,Yes,7,15,5,Yes
CLG2949,116,4.5,4.69,3,No,10,1,2,Yes
CLG15067,97,2.19,3.49,8,No,2,2,3,No
CLG17127,105,8.59,8.9,9,Yes,6,9,5,No
CLG13771,83,7.09,6.93,4,Yes,7,13,2,Yes
CLG15747,97,8.56,8.77,2,No,1,3,1,Yes
CLG17354,115,6.86,6.97,2,No,3,3,2,No
CLG13576,111,7,6.8,1,No,4,3,3,Yes
CLG16468,124,7.19,7.4,0,Yes,10,7,2,No
CLG18094,82,7.47,7.76,8,No,2,8,2,No
CLG2536,76,7.17,7.55,9,Yes,4,2,0,No
CLG1903,100,7.8,8.03,9,No,9,5,3,No
CLG0748,122,9.06,9.36,8,No,4,2,5,Yes
CLG2890,101,6.01,6.25,2,Yes,9,7,0,Yes
CLG0870,134,5.9,6.39,7,No,10,0,1,Yes
CLG4808,101,7.47,7.82,9,Yes,9,7,4,No
CLG7949,89,6.43,6.08,14,No,7,4,1,No
CLG14617,45,5.41,6.12,3,Yes,6,1,2,No
CLG1072,113,7.33,7.43,9,No,4,5,2,No
CLG6856,101,5.82,5.79,2,No,1,2,1,No
CLG6502,103,9.04,9.39,2,No,7,9,5,Yes
CLG14349,103,7.62,7.94,8,Yes,3,5,5,No
CLG16789,83,5.96,6.17,8,No,12,7,0,Yes
CLG4414,138,7.62,7.68,8,Yes,6,8,5,Yes
CLG4826,97,7.44,7.22,9,No,4,3,0,No
CLG9971,91,8.28,8.98,4,Yes,2,6,2,No
CLG19106,79,5.13,5.58,8,Yes,7,5,5,Yes
CLG18753,98,6.85,6.97,2,No,10,2,2,Yes
CLG5425,95,8.53,8.52,7,Yes,5,2,2,No
CLG12668,101,7.48,7.72,10,No,4,8,5,Yes
CLG17564,105,8.15,8.6,4,Yes,1,7,5,No
CLG0968,100,8.18,7.91,7,Yes,4,8,4,No
CLG13561,89,8.22,8.64,3,No,4,1,1,Yes
CLG7214,108,6.51,6.54,1,Yes,4,7,3,No
CLG0529,113,9.05,9.13,10,Yes,5,7,2,Yes
CLG6923,96,7.69,7.85,2,No,7,7,1,No
CLG3605,134,8.62,8.92,3,No,10,6,5,No
CLG10972,92,6.22,6.58,3,No,7,5,2,Yes
CLG10596,198,3.85,3.94,4,No,5,7,1,Yes
CLG9853,102,6.2,6.4,4,Yes,6,2,3,No
CLG6487,83,10,10.14,5,No,8,6,1,Yes
CLG19109,98,7.91,7.49,8,No,9,9,4,Yes
CLG17560,114,7.52,7.96,5,Yes,6,2,3,No
CLG5597,88,6.74,6.89,1,No,2,2,9,No
CLG4222,80,5.81,6.1,1,No,1,7,5,Yes
CLG2362,108,6.88,6.78,4,Yes,1,1,4,No
CLG10981,72,10,9.81,0,Yes,2,3,9,No
CLG18559,98,2.63,2.51,7,No,4,9,1,Yes
CLG1032,93,7.52,7.79,10,Yes,3,0,0,Yes
CLG3731,115,7.2,7.51,5,Yes,2,3,4,No
CLG3825,103,4.57,4.66,10,No,7,6,2,Yes
CLG9778,90,6.12,6.84,8,No,3,9,1,No
CLG19114,91,7.44,7.81,8,No,4,10,5,No
CLG15463,115,4.73,4.8,2,No,7,7,2,Yes
CLG12782,113,6.99,6.94,4,Yes,7,2,2,Yes
CLG19058,102,7,7.05,8,No,7,6,2,Yes
CLG13360,112,8.66,9.57,10,No,3,7,4,Yes
CLG11100,84,9.24,9.29,8,No,9,6,5,No
CLG10765,83,7.59,7.82,10,Yes,2,9,4,No
CLG7745,105,7.24,7.56,9,Yes,6,9,3,Yes
CLG2896,30,8.26,8.55,7,Yes,3,1,2,No
CLG18149,82,6.74,6.79,12,No,2,2,3,Yes
CLG9759,96,10,10.2,3,No,3,3,5,No
CLG13286,83,6.11,7.19,10,Yes,10,10,2,Yes
CLG18764,109,6.86,7.18,2,Yes,7,7,4,No
CLG13434,107,8.94,9.68,7,Yes,4,1,3,Yes
CLG18717,42,5.92,6.04,5,Yes,2,4,2,Yes
CLG15795,79,7.96,8.78,5,Yes,10,5,0,Yes
CLG16175,112,9.3,9.55,0,Yes,5,10,0,Yes
CLG5293,98,2.62,3.8,15,No,7,1,0,Yes
CLG4731,109,6.24,6.67,4,No,6,5,0,Yes
CLG2447,91,8.96,9.16,10,Yes,10,9,0,No
CLG3240,106,5.16,5.61,8,Yes,3,2,2,Yes
CLG9943,92,6.05,6.09,1,Yes,9,2,0,Yes
CLG9800,82,5.28,5.23,2,Yes,8,6,2,No
CLG2351,75,6.88,6.86,2,Yes,8,2,3,Yes
CLG9380,88,10,10.5,2,No,1,4,2,Yes
CLG13466,117,7.91,8.24,3,No,9,6,2,Yes
CLG16280,91,6.27,6.8,1,Yes,5,2,3,No
CLG11760,119,5.5,5.92,9,Yes,1,10,5,No
CLG11398,110,10,9.84,4,No,9,3,1,No
CLG14931,77,6.89,7.33,6,No,5,1,5,Yes
CLG8993,101,5.61,5.58,7,No,5,15,0,Yes
CLG13407,90,3.28,3.63,5,Yes,9,8,1,Yes
CLG5286,108,8.49,9,3,Yes,3,9,2,Yes
CLG11728,81,9.93,10.25,5,Yes,0,9,4,Yes
CLG3335,113,9.55,9.57,6,Yes,6,8,1,Yes
CLG0250,77,9.86,10.2,2,No,9,10,4,Yes
CLG2385,157,3.85,2.03,6,Yes,10,3,4,Yes
CLG8606,97,6.12,6.72,8,No,3,3,4,Yes
CLG0817,101,2.44,2.69,9,Yes,2,10,5,No
CLG7849,104,8.64,9.05,10,Yes,6,6,2,No
CLG0683,112,7.19,7.3,10,Yes,10,10,5,No
CLG5020,116,8.33,8.45,7,Yes,1,7,1,No
CLG12165,88,7.31,7.25,14,Yes,2,7,0,No
CLG18082,118,6.03,6.15,1,No,7,3,3,No
CLG16347,90,6.29,6.55,1,No,4,5,2,Yes
CLG8975,96,7.11,6.86,5,Yes,6,7,2,No
CLG9233,103,7.21,7.57,1,No,8,7,8,Yes
CLG2013,103,5.7,6.23,4,Yes,6,5,1,Yes
CLG17623,92,7.8,8,7,Yes,0,7,5,Yes
CLG3250,73,7.83,8.17,10,Yes,1,7,1,Yes
CLG7888,103,6.69,6.81,7,Yes,1,3,0,Yes
CLG7557,92,9.29,9.26,5,No,0,10,10,Yes
CLG6935,94,6.73,6.69,10,No,1,0,5,No
CLG12346,106,8.66,8.54,7,No,2,6,4,No
CLG4673,74,2.9,4,6,Yes,4,7,3,No
CLG17513,125,6.66,6.76,7,No,5,8,6,No
CLG11558,70,7.09,6.63,2,Yes,8,7,2,Yes
CLG15431,105,7.55,7.93,2,Yes,0,6,0,No
CLG1961,91,7.75,8.3,2,No,9,8,9,No
CLG8063,86,8.84,8.55,8,Yes,10,3,5,No
CLG12046,99,4.79,4.91,2,Yes,3,4,6,Yes
CLG11031,86,7.67,7.89,9,Yes,2,5,4,No
CLG6838,120,7.21,6.96,9,No,9,8,4,Yes
CLG11168,123,7.04,7.09,3,Yes,5,1,2,Yes
CLG12875,83,5.64,5.5,4,No,3,5,2,Yes
CLG8156,111,7.4,7.73,7,No,7,7,3,No
CLG5234,109,10,9.53,10,No,2,0,3,Yes
CLG13723,90,6.66,6.68,6,Yes,1,3,3,No
CLG7583,112,6.14,6.85,10,No,4,5,0,Yes
CLG9868,77,7.53,8.14,6,Yes,4,8,5,Yes
CLG11301,89,5.5,5.05,8,Yes,9,1,1,Yes
CLG17357,102,7.74,7.97,9,Yes,4,3,4,No
CLG15998,103,5.38,5.82,1,No,4,9,0,Yes
CLG4532,104,8.6,8.23,1,Yes,9,5,2,Yes
CLG6963,108,5.72,5.8,10,No,0,9,3,Yes
CLG12490,191,7.64,7.58,5,No,10,9,3,No
CLG1703,117,7.51,7.25,5,No,2,4,5,Yes
CLG10872,92,7.19,7.73,6,Yes,1,9,4,Yes
CLG2232,113,6.71,6.68,4,Yes,7,6,1,No
CLG3376,94,6.44,6.83,8,No,6,4,6,Yes
CLG16918,82,4.54,4.57,8,Yes,8,1,4,Yes
CLG15158,113,7.55,7.39,7,Yes,2,2,3,No
CLG16952,109,7.36,7.51,10,No,7,10,4,Yes
CLG5237,88,8.95,9.14,1,No,6,9,1,No
CLG17665,90,4.84,4.83,6,No,9,6,1,Yes
CLG13113,110,7.66,7.76,8,No,2,9,3,No
CLG19816,117,6.58,6.76,0,Yes,6,8,3,No
CLG7273,90,8.01,8.19,6,Yes,3,6,3,Yes
CLG0144,91,6.55,6.49,4,Yes,10,3,0,No
CLG7332,79,8.63,8.76,3,No,8,2,4,No
CLG4203,78,10,10.3,9,No,10,8,1,Yes
CLG4614,93,2.28,3.72,8,Yes,1,8,5,No
CLG13998,83,7.67,8.38,10,No,6,7,3,No
CLG13327,90,8.96,9.58,7,Yes,5,15,2,Yes
CLG11944,96,7.08,6.97,4,Yes,2,5,4,Yes
CLG11856,116,7.45,7.85,4,No,2,10,2,Yes
CLG3151,42,6.38,5.99,1,Yes,6,4,3,No
CLG18229,103,7.47,7.76,6,No,4,2,0,No
CLG15466,122,7.01,7.25,7,Yes,9,7,5,Yes
CLG0751,92,8.07,8.16,8,Yes,7,3,1,No
CLG10914,97,7.25,7.94,3,No,5,0,9,Yes
CLG0572,116,7.47,7.53,9,No,3,2,5,Yes
CLG6492,101,10,10.34,7,Yes,4,2,0,Yes
CLG17246,111,7.56,7.04,2,No,1,5,4,Yes
CLG11007,89,7.7,8.03,6,Yes,1,4,8,Yes
CLG13669,115,6.92,7,7,No,1,2,1,No
CLG11429,106,6.93,7.75,10,No,5,1,5,Yes
CLG2892,41,5.59,5.75,4,Yes,7,4,4,No
CLG3101,123,6.52,6.06,5,Yes,10,7,2,Yes
CLG3402,102,8.55,8.91,8,Yes,8,3,4,Yes
CLG7739,112,5.43,5.48,6,Yes,7,3,3,Yes
CLG6031,96,5.92,5.36,9,Yes,4,7,3,No
CLG18032,110,7.29,7.53,9,Yes,10,6,0,Yes
CLG15737,117,8.46,8.74,10,No,1,4,2,Yes
CLG2373,109,5.22,5.57,5,Yes,2,7,4,Yes
CLG4557,88,5.64,5.39,6,No,2,8,0,No
CLG1290,90,6.51,6.94,1,Yes,3,10,1,No
CLG16098,116,6.22,6.24,1,Yes,3,1,5,Yes
CLG0432,98,7.52,7.67,1,No,10,1,5,No
CLG5936,119,9.44,9.42,7,Yes,9,0,9,Yes
CLG5661,103,2.27,2.52,7,Yes,10,4,5,No
CLG10703,84,7.26,8.21,2,No,10,7,3,No
CLG11858,94,2.76,3.81,6,Yes,2,7,4,No
CLG16846,125,5.65,6.14,5,Yes,9,4,2,No
CLG13647,97,10,10.5,7,No,4,8,4,No
CLG7985,94,3.02,3.22,7,Yes,5,7,5,No
CLG1037,107,4.99,5.8,5,No,6,1,4,No
CLG5412,85,6.76,7.36,0,No,10,10,9,No
CLG16057,109,8.11,8.26,10,No,6,1,0,Yes
CLG10979,101,7.4,7.16,6,Yes,1,6,7,Yes
CLG11253,111,9.07,9.26,8,No,4,8,2,Yes
CLG3659,90,5.93,6.12,10,Yes,3,3,2,Yes
CLG12461,110,8.62,8.83,6,Yes,9,4,4,No
CLG11213,104,9.13,9.54,7,Yes,2,6,3,No
CLG11713,92,6,6.2,8,Yes,7,3,0,No
CLG8108,85,6.98,7.07,3,Yes,8,7,5,Yes
CLG3326,102,4.56,4.56,9,No,9,8,0,Yes
CLG7669,128,5.48,5.68,4,Yes,4,10,0,No
CLG1943,105,9.03,9.72,0,Yes,7,2,1,No
CLG17400,90,9.25,9.23,1,No,2,3,2,Yes
CLG12001,34,4.5,5.06,4,Yes,3,6,3,Yes
CLG2094,96,9.81,9.84,10,Yes,5,2,5,Yes
CLG8150,116,6.37,6.68,4,Yes,3,10,0,Yes
CLG13369,95,4.89,5.21,8,Yes,6,8,1,Yes
CLG4628,97,7.67,8.01,1,No,10,2,1,No
CLG2474,114,7.34,7.48,8,No,2,6,4,No
CLG14485,80,8.13,8.4,10,Yes,4,5,0,Yes
CLG17063,94,3.55,2.75,10,Yes,5,1,2,No
CLG12995,31,8.85,9.06,4,No,8,5,4,Yes
CLG13892,115,8.49,9.22,2,Yes,3,2,8,Yes
CLG9201,61,7.64,7.69,5,Yes,2,9,1,Yes
CLG2516,97,3.1,2.39,9,Yes,7,1,4,Yes
CLG15692,97,7.01,7.33,10,Yes,9,5,3,No
CLG1400,156,7.02,6.69,2,Yes,1,7,4,No
CLG0903,125,6.09,6.43,10,No,4,9,0,Yes
CLG11855,114,7.35,7.65,10,No,7,7,4,Yes
CLG16335,88,6.28,6.59,2,No,7,6,1,No
CLG12506,104,8.8,9.05,4,Yes,8,2,4,No
CLG1524,131,6.33,6.74,5,No,5,7,1,No
CLG7156,155,5.99,6.09,2,No,2,5,0,No
CLG13811,91,7.85,8.29,5,No,13,9,3,No
CLG7092,111,4.5,5.11,4,Yes,0,10,1,No
CLG2580,123,4.89,4.91,3,Yes,10,3,0,No
CLG7309,97,9.67,10.15,0,No,3,2,1,Yes
CLG9200,116,7.62,7.78,1,Yes,8,7,3,No
CLG17230,115,6.19,6.15,9,No,8,10,4,Yes
CLG4417,89,7.43,8.04,5,No,7,2,4,Yes
CLG0308,100,7.42,7.34,6,No,2,4,1,No
CLG12010,78,5.28,5.33,3,No,10,7,4,Yes
CLG6922,74,8.54,8.95,10,Yes,3,2,5,Yes
CLG13959,100,9.5,10.45,3,Yes,4,2,1,Yes
CLG17264,80,6.54,7.59,1,No,1,3,5,No
CLG16499,120,7.53,7.78,4,Yes,5,4,1,Yes
CLG11207,85,8.04,8.09,2,Yes,2,5,3,Yes
CLG3483,100,6.99,6.89,4,No,2,7,4,No
CLG3200,118,6.65,6.4,9,No,2,4,4,Yes
CLG13105,92,3.54,2.94,10,Yes,7,5,4,No
CLG9095,101,5.6,5.75,0,Yes,4,2,4,Yes
CLG6756,84,4.88,5.18,4,No,8,2,1,No
CLG5906,94,10,10.36,3,No,10,4,0,No
CLG8048,109,6.38,6.55,6,No,2,2,2,No
CLG9716,100,7.46,7.59,5,Yes,1,5,2,Yes
CLG10081,68,6.59,6.69,2,Yes,9,2,3,No
CLG10122,114,3.61,2.57,9,Yes,8,0,2,Yes
CLG1828,128,7.95,7.92,7,Yes,2,12,4,No
CLG18936,112,7.63,7.52,3,Yes,7,7,1,No
CLG12573,93,8.1,8.42,2,Yes,1,4,2,Yes
CLG4875,108,8.18,8.3,3,Yes,4,5,4,Yes
CLG15487,125,4.64,4.71,9,No,10,1,2,No
CLG18416,93,6.35,6.37,3,No,8,6,0,No
CLG18331,96,5.68,5.22,10,No,8,1,3,No
CLG6865,97,7.7,7.88,8,No,5,9,0,Yes
CLG19290,97,7.56,8.07,9,No,5,10,5,No
CLG14209,108,6.64,6.76,10,No,7,8,5,Yes
CLG14196,101,9.62,9.63,5,No,2,12,5,No
CLG12851,100,8.01,7.91,7,No,0,9,0,Yes
CLG9585,105,5.3,4.97,3,Yes,4,6,5,No
CLG10736,38,6.92,7.18,7,No,10,4,2,Yes
CLG8660,99,7.47,7.38,7,Yes,9,6,0,No
CLG4261,79,5.65,6.27,4,No,8,3,2,Yes
CLG8171,108,7.21,7.1,4,No,1,4,2,Yes
CLG2603,95,3.68,2.04,9,No,2,10,0,No
CLG16505,100,6.72,7.18,8,No,7,1,3,No
CLG6366,78,8.27,8.18,5,No,10,9,3,Yes
CLG17603,109,7.66,7.76,4,Yes,7,1,1,Yes
CLG9878,75,7.38,7.64,8,No,7,7,3,No
CLG16693,110,10,10.15,10,No,5,6,5,No
CLG9347,80,6.25,6.54,3,No,8,5,0,Yes
CLG15261,100,8.18,8.27,1,No,1,8,2,Yes
CLG14586,89,8.55,8.38,2,No,4,4,4,Yes
CLG18709,97,8.19,9.02,7,No,9,5,2,Yes
CLG10929,129,8.39,8.56,4,No,4,3,3,Yes
CLG0441,75,4.88,5.11,0,Yes,4,10,5,No
CLG2549,102,4.5,4.79,10,No,2,2,2,Yes
CLG14674,146,7.07,7.24,7,Yes,5,7,4,No
CLG0001,90,7.11,7.46,10,No,7,3,0,No
CLG12086,93,7.94,8.07,10,No,0,3,5,Yes
CLG16265,127,2.36,3.41,1,No,8,10,1,Yes
CLG1795,65,9.27,9.51,2,No,5,8,1,Yes
CLG16395,96,6.96,7.97,5,No,1,10,0,Yes
CLG5455,103,9.15,9.78,9,No,6,9,5,No
CLG16282,110,6.24,5.71,2,Yes,2,4,8,No
CLG13710,81,6.28,6.53,2,No,10,9,1,Yes
CLG19736,104,7.1,7.31,10,Yes,9,2,4,No
CLG17000,91,5.83,6.39,2,No,10,9,0,Yes
CLG18741,100,4.99,5.16,1,Yes,9,5,1,No
CLG19880,96,7.74,8.35,3,Yes,6,4,0,Yes
CLG16875,112,7.32,7.19,4,No,2,7,1,Yes
CLG11677,71,7.78,7.85,2,No,4,5,3,No
CLG3270,91,9.67,9.5,7,No,5,6,3,No
CLG10008,77,8.04,7.88,2,Yes,2,10,4,No
CLG13663,91,4.5,4.92,10,Yes,11,7,0,Yes
CLG4338,86,10,9.9,2,No,7,3,0,No
CLG13176,92,6.65,6.92,10,No,1,5,5,Yes
CLG0364,79,8.42,8.33,6,No,3,8,7,Yes
CLG1527,92,4.8,4.5,5,No,3,4,0,Yes
CLG2895,118,7.05,7.06,1,No,9,1,1,No
CLG0939,118,2.76,2.58,3,No,13,5,3,No
CLG2733,94,3.16,2.51,10,No,5,2,2,No
CLG4408,91,4.81,4.84,9,No,7,10,1,Yes
CLG1719,90,6.51,6.5,3,Yes,2,4,0,No
CLG19304,103,6.92,6.93,2,Yes,1,2,5,No
CLG17073,119,8.04,7.97,6,Yes,10,2,0,No
CLG18460,105,6.03,5.74,4,No,9,6,5,No
CLG1844,63,6.27,6.57,4,Yes,7,9,4,No
CLG17325,77,9.59,9.99,6,No,3,3,5,Yes
CLG5205,88,5.28,5.98,9,Yes,2,3,1,Yes
CLG16710,94,6.25,5.77,5,No,7,9,9,No
CLG15716,79,7.16,7.57,10,No,8,2,5,Yes
CLG15649,115,5.22,5.56,6,Yes,10,9,2,Yes
CLG2109,100,5.14,5.66,9,No,3,6,5,Yes
CLG16155,62,9.14,9.32,5,No,6,6,3,No
CLG13215,86,7.27,7.79,4,Yes,1,4,4,Yes
CLG3612,56,6.92,7.07,1,Yes,6,3,2,Yes
CLG17742,107,10,9.93,10,Yes,7,10,2,No
CLG1615,106,7.37,7.95,9,Yes,4,5,0,No
CLG14373,111,7.15,7.08,9,No,8,6,2,No
CLG11306,83,4.69,5.08,7,Yes,7,5,3,Yes
CLG1575,109,9.38,9.63,7,No,2,3,2,No
CLG5031,87,7.62,7.29,1,Yes,6,4,0,No
CLG10486,117,8.51,8.76,3,No,5,10,3,No
CLG12957,47,8.1,8.01,6,Yes,10,2,0,No
CLG12134,65,6.31,6.54,5,No,5,3,5,Yes
CLG9030,118,10,10.33,4,No,8,8,3,No
CLG1202,133,5.13,5.7,5,No,4,5,3,No
CLG3337,100,5.52,5.95,10,Yes,1,5,0,No
CLG7896,112,5.18,5.53,4,No,8,1,0,Yes
CLG8266,74,6.6,7.15,5,No,2,5,3,Yes
CLG11969,100,5.26,5.5,7,No,6,8,3,No
CLG12258,107,6.43,6.87,6,Yes,3,6,0,No
CLG19588,109,8.79,8.95,9,Yes,7,15,0,Yes
CLG7809,87,6.83,7.65,5,No,11,7,3,Yes
CLG16144,79,10,10.21,4,No,6,10,0,Yes
CLG9286,112,9.55,9.79,1,Yes,4,7,0,No
CLG1023,91,9.34,9.64,11,Yes,8,5,3,No
CLG5835,110,8.96,9.16,2,No,3,6,1,No
CLG8191,90,4.5,4.83,7,No,6,6,4,No
CLG17640,124,2.12,2.26,4,Yes,2,10,8,Yes
CLG5405,109,2.94,3.71,10,Yes,4,10,0,No
CLG0732,85,7.86,8.21,1,Yes,4,7,4,Yes
CLG0825,105,9.93,10.5,6,Yes,7,8,2,Yes
CLG16599,88,9.89,9.92,7,Yes,3,4,1,Yes
CLG5452,94,7.56,7.89,7,Yes,10,9,1,No
CLG10031,85,8.31,8.6,6,No,5,6,1,No
CLG10388,102,8.28,8.74,2,Yes,9,6,3,No
CLG0599,107,9.23,9.06,4,Yes,4,7,0,No
CLG2630,90,5.74,5.61,3,Yes,5,4,2,No
CLG3193,96,6.09,6.13,9,Yes,1,9,3,No
CLG15823,151,8.76,8.86,8,No,9,8,5,No
CLG2152,76,2.84,2.97,2,No,5,9,0,No
CLG12777,99,9.21,9.16,4,Yes,5,7,3,No
CLG2730,116,8.17,8.43,4,Yes,5,10,10,No
CLG7519,132,8.22,8.16,2,No,2,6,0,Yes
CLG17852,114,7.79,7.95,1,No,2,4,1,No
CLG11171,137,7.87,8.19,1,Yes,7,1,4,No
CLG9055,101,7.09,7.19,10,Yes,6,9,1,Yes
CLG10691,116,2.72,2.48,6,No,4,6,1,Yes
CLG4932,91,5.24,4.85,2,No,10,10,1,No
CLG19755,107,5.05,5.12,8,Yes,1,6,3,Yes
CLG2415,101,6.16,5.93,7,Yes,7,4,5,No
CLG14687,112,8.79,8.48,9,No,7,7,0,No
CLG10163,118,8.73,9.22,10,No,4,8,0,Yes
CLG8657,101,10,10.09,8,No,8,5,2,Yes
